id,image_path,task_aux,transfer_count,difficulty,station_count,line_count,interchange_count
TR0707,train_images/TR0707.png,source=Central;target=Beacon,0,easy,7,2,1
TR0708,train_images/TR0708.png,source=Xenia;target=Delta,1,hard,56,7,6
TR0709,train_images/TR0709.png,source=Maple;target=Forest,1,medium,31,6,4
TR0710,train_images/TR0710.png,source=Aster;target=Delta,0,easy,11,4,3
TR0711,train_images/TR0711.png,source=Union;target=Aster,1,medium,28,5,4
TR0712,train_images/TR0712.png,source=Delta;target=Liberty,3,hard,45,6,5
TR0713,train_images/TR0713.png,source=Delta;target=Harbor,2,easy,9,3,2
TR0714,train_images/TR0714.png,source=Aster;target=River,1,medium,33,6,5
TR0715,train_images/TR0715.png,source=Delta;target=Xenia,1,medium,25,5,2
TR0716,train_images/TR0716.png,source=Quartz;target=Lagoon,2,medium,22,4,2
TR0717,train_images/TR0717.png,source=Central;target=Lagoon,2,easy,15,4,2
TR0718,train_images/TR0718.png,source=Park;target=Jade,1,medium,24,4,3
TR0719,train_images/TR0719.png,source=Aster;target=Delta,0,easy,12,4,3
TR0720,train_images/TR0720.png,source=Delta;target=Grove,0,easy,12,3,2
TR0721,train_images/TR0721.png,source=Beacon;target=Harbor,1,medium,19,4,3
TR0722,train_images/TR0722.png,source=Orchid;target=Forest,1,hard,56,7,5
TR0723,train_images/TR0723.png,source=Harbor;target=Summit,2,medium,26,6,5
TR0724,train_images/TR0724.png,source=Grove;target=Elm,0,easy,7,2,1
TR0725,train_images/TR0725.png,source=Beacon;target=Aster,0,easy,11,4,2
TR0726,train_images/TR0726.png,source=Forest;target=Vale,2,medium,31,6,4
TR0727,train_images/TR0727.png,source=Jade;target=Cedar,1,medium,32,6,4
TR0728,train_images/TR0728.png,source=Delta;target=Beacon,1,easy,6,2,1
TR0729,train_images/TR0729.png,source=Beacon;target=Forest,1,easy,6,2,1
TR0730,train_images/TR0730.png,source=Delta;target=Beacon,0,easy,7,2,1
TR0731,train_images/TR0731.png,source=Beacon;target=Jade,0,medium,30,6,5
TR0732,train_images/TR0732.png,source=Summit;target=Tower,4,hard,55,7,6
TR0733,train_images/TR0733.png,source=Grove;target=Union,2,medium,24,4,3
TR0734,train_images/TR0734.png,source=Delta;target=Forest,1,easy,12,3,2
TR0735,train_images/TR0735.png,source=Lagoon;target=Terrace,1,medium,22,4,2
TR0736,train_images/TR0736.png,source=Nova;target=Iris,2,medium,21,4,3
TR0737,train_images/TR0737.png,source=Delta;target=Central,0,easy,6,2,1
TR0738,train_images/TR0738.png,source=Forest;target=Willow,1,medium,25,5,4
TR0739,train_images/TR0739.png,source=Cedar;target=Vale,3,hard,45,6,5
TR0740,train_images/TR0740.png,source=Elm;target=Aster,0,easy,9,3,2
TR0741,train_images/TR0741.png,source=Beacon;target=Delta,0,easy,7,2,1
TR0742,train_images/TR0742.png,source=Kingfisher;target=Elm,1,medium,22,4,3
TR0743,train_images/TR0743.png,source=Harbor;target=Central,0,easy,9,2,1
TR0744,train_images/TR0744.png,source=Terrace;target=Central,1,medium,20,4,3
TR0745,train_images/TR0745.png,source=Delta;target=Quartz,2,medium,21,4,3
TR0746,train_images/TR0746.png,source=Kingfisher;target=Grove,1,easy,11,4,3
TR0747,train_images/TR0747.png,source=Terrace;target=Maple,3,medium,29,6,5
TR0748,train_images/TR0748.png,source=Beacon;target=Iris,1,easy,9,3,2
TR0749,train_images/TR0749.png,source=Dock;target=Pioneer,5,hard,61,8,6
TR0750,train_images/TR0750.png,source=Forest;target=Aster,1,easy,15,4,2
TR0751,train_images/TR0751.png,source=Maple;target=Jade,2,medium,21,4,3
TR0752,train_images/TR0752.png,source=Elm;target=Aster,0,easy,7,2,1
TR0753,train_images/TR0753.png,source=Dawn;target=Canal,2,hard,63,8,6
TR0754,train_images/TR0754.png,source=Harbor;target=Beacon,1,easy,12,4,3
TR0755,train_images/TR0755.png,source=Elm;target=Delta,1,easy,6,2,1
TR0756,train_images/TR0756.png,source=Grove;target=Falcon,2,hard,50,6,5
TR0757,train_images/TR0757.png,source=Orchid;target=Beacon,1,medium,25,5,4
TR0758,train_images/TR0758.png,source=Elm;target=Harbor,0,easy,11,4,3
TR0759,train_images/TR0759.png,source=Xenia;target=Vale,1,medium,33,6,5
TR0760,train_images/TR0760.png,source=Aster;target=Grove,1,easy,9,3,2
TR0761,train_images/TR0761.png,source=Forest;target=Aster,0,easy,8,2,1
TR0762,train_images/TR0762.png,source=Delta;target=Hill,2,hard,64,8,8
TR0763,train_images/TR0763.png,source=Terrace;target=Zenith,3,medium,32,6,5
TR0764,train_images/TR0764.png,source=Elm;target=Orchid,2,medium,25,5,4
TR0765,train_images/TR0765.png,source=Delta;target=Vale,1,medium,22,4,3
TR0766,train_images/TR0766.png,source=Forest;target=Delta,0,easy,10,4,2
TR0767,train_images/TR0767.png,source=Quartz;target=Kingfisher,2,medium,18,4,3
TR0768,train_images/TR0768.png,source=Elm;target=Delta,0,easy,8,2,1
TR0769,train_images/TR0769.png,source=Kingfisher;target=Aster,2,easy,14,4,3
TR0770,train_images/TR0770.png,source=Harbor;target=Elm,0,easy,8,3,2
TR0771,train_images/TR0771.png,source=Beacon;target=Forest,0,medium,28,5,3
TR0772,train_images/TR0772.png,source=Union;target=Birch,3,hard,58,8,7
TR0773,train_images/TR0773.png,source=Yarrow;target=Cedar,0,medium,29,6,5
TR0774,train_images/TR0774.png,source=Beacon;target=Aster,0,easy,7,2,1
TR0775,train_images/TR0775.png,source=Aster;target=Forest,0,medium,26,5,3
TR0776,train_images/TR0776.png,source=Tower;target=Dock,4,hard,69,8,7
TR0777,train_images/TR0777.png,source=Grove;target=Forest,0,easy,9,2,1
TR0778,train_images/TR0778.png,source=Beacon;target=Aster,0,easy,10,3,1
TR0779,train_images/TR0779.png,source=Elm;target=Aster,0,medium,18,4,3
TR0780,train_images/TR0780.png,source=Nova;target=Harbor,2,medium,21,4,3
TR0781,train_images/TR0781.png,source=Central;target=Pioneer,4,hard,44,6,5
TR0782,train_images/TR0782.png,source=Pioneer;target=Forest,3,hard,59,8,7
TR0783,train_images/TR0783.png,source=Forest;target=Iris,1,easy,10,3,2
TR0784,train_images/TR0784.png,source=Summit;target=Maple,0,medium,32,6,4
TR0785,train_images/TR0785.png,source=Aster;target=Elm,1,easy,10,3,2
TR0786,train_images/TR0786.png,source=Grove;target=Forest,0,easy,7,2,1
TR0787,train_images/TR0787.png,source=Harbor;target=Elm,1,medium,22,4,2
TR0788,train_images/TR0788.png,source=Harbor;target=Kingfisher,0,easy,11,3,2
TR0789,train_images/TR0789.png,source=Delta;target=Central,1,easy,5,2,1
TR0790,train_images/TR0790.png,source=Aster;target=Tower,1,hard,57,7,6
TR0791,train_images/TR0791.png,source=Delta;target=Aster,1,easy,6,2,1
TR0792,train_images/TR0792.png,source=Vale;target=Vista,4,hard,54,7,5
TR0793,train_images/TR0793.png,source=Delta;target=Grove,1,easy,12,4,3
TR0794,train_images/TR0794.png,source=Forest;target=Central,1,easy,14,4,3
TR0795,train_images/TR0795.png,source=Grove;target=Aster,0,easy,9,2,1
TR0796,train_images/TR0796.png,source=Beacon;target=Elm,1,easy,6,2,1
TR0797,train_images/TR0797.png,source=Aster;target=Central,0,easy,6,2,1
TR0798,train_images/TR0798.png,source=Park;target=Orchid,0,easy,16,4,2
TR0799,train_images/TR0799.png,source=Forest;target=Beacon,1,easy,11,3,2
TR0800,train_images/TR0800.png,source=West;target=Queens,1,hard,57,8,7
TR0801,train_images/TR0801.png,source=Xenia;target=Delta,2,medium,33,6,5
TR0802,train_images/TR0802.png,source=Grove;target=Delta,1,easy,11,3,2
TR0803,train_images/TR0803.png,source=Elm;target=Beacon,1,easy,14,4,2
TR0804,train_images/TR0804.png,source=Delta;target=Beacon,0,easy,7,2,1
TR0805,train_images/TR0805.png,source=Nova;target=Lagoon,1,medium,33,6,5
TR0806,train_images/TR0806.png,source=Kingfisher;target=Delta,1,easy,14,4,2
TR0807,train_images/TR0807.png,source=Jade;target=Harbor,0,easy,10,3,2
TR0808,train_images/TR0808.png,source=Azure;target=Dawn,3,hard,54,7,6
TR0809,train_images/TR0809.png,source=Central;target=Maple,1,medium,26,5,2
TR0810,train_images/TR0810.png,source=Upland;target=Ivory,1,hard,64,8,8
TR0811,train_images/TR0811.png,source=Forest;target=Delta,1,easy,7,3,1
TR0812,train_images/TR0812.png,source=Meadow;target=Aurora,4,hard,48,6,5
TR0813,train_images/TR0813.png,source=Summit;target=Maple,2,medium,31,6,5
TR0814,train_images/TR0814.png,source=Harbor;target=Grove,0,easy,8,2,1
TR0815,train_images/TR0815.png,source=Lagoon;target=Forest,1,medium,21,4,3
TR0816,train_images/TR0816.png,source=Cedar;target=Union,3,hard,45,6,5
TR0817,train_images/TR0817.png,source=Beacon;target=Grove,0,easy,10,3,2
TR0818,train_images/TR0818.png,source=Delta;target=Elm,0,easy,7,2,1
TR0819,train_images/TR0819.png,source=Delta;target=Vale,1,medium,30,6,5
TR0820,train_images/TR0820.png,source=Grove;target=Central,1,easy,8,2,1
TR0821,train_images/TR0821.png,source=Harbor;target=Maple,2,medium,22,4,3
TR0822,train_images/TR0822.png,source=Forest;target=Central,1,easy,7,2,1
TR0823,train_images/TR0823.png,source=Delta;target=Central,0,easy,8,3,1
TR0824,train_images/TR0824.png,source=Iris;target=Oak,3,hard,49,6,5
TR0825,train_images/TR0825.png,source=Jade;target=Central,1,easy,14,4,3
TR0826,train_images/TR0826.png,source=Beacon;target=Zenith,1,medium,30,6,5
TR0827,train_images/TR0827.png,source=Central;target=Aster,0,easy,10,3,2
TR0828,train_images/TR0828.png,source=Forest;target=Aster,1,easy,9,3,2
TR0829,train_images/TR0829.png,source=Delta;target=Aster,0,easy,7,2,1
TR0830,train_images/TR0830.png,source=Glade;target=Pioneer,1,hard,68,9,8
TR0831,train_images/TR0831.png,source=Jade;target=Keystone,1,hard,66,9,8
TR0832,train_images/TR0832.png,source=Vale;target=Elm,1,medium,24,4,2
TR0833,train_images/TR0833.png,source=Grove;target=Forest,0,easy,13,4,2
TR0834,train_images/TR0834.png,source=Kingfisher;target=Terrace,1,medium,24,5,4
TR0835,train_images/TR0835.png,source=Grove;target=Beacon,1,medium,24,5,4
TR0836,train_images/TR0836.png,source=Beacon;target=Summit,2,hard,68,9,8
TR0837,train_images/TR0837.png,source=Delta;target=York,2,hard,56,7,6
TR0838,train_images/TR0838.png,source=Elm;target=Delta,0,easy,6,2,1
TR0839,train_images/TR0839.png,source=Central;target=Union,1,medium,34,6,5
TR0840,train_images/TR0840.png,source=Beacon;target=Nova,2,medium,19,4,3
TR0841,train_images/TR0841.png,source=Beacon;target=Central,0,easy,6,2,1
TR0842,train_images/TR0842.png,source=Jade;target=Central,0,medium,25,5,4
TR0843,train_images/TR0843.png,source=Oak;target=Orchid,3,hard,43,6,4
TR0844,train_images/TR0844.png,source=Delta;target=Forest,2,easy,9,3,2
TR0845,train_images/TR0845.png,source=Iris;target=Forest,1,medium,26,5,4
TR0846,train_images/TR0846.png,source=Central;target=Forest,1,easy,12,4,2
TR0847,train_images/TR0847.png,source=Aster;target=Grove,1,easy,10,3,2
TR0848,train_images/TR0848.png,source=Delta;target=Grove,0,easy,13,4,2
TR0849,train_images/TR0849.png,source=Delta;target=Central,0,easy,7,2,1
TR0850,train_images/TR0850.png,source=Aster;target=Beacon,0,easy,6,2,1
TR0851,train_images/TR0851.png,source=Grove;target=Union,1,medium,22,5,4
TR0852,train_images/TR0852.png,source=Iris;target=Birch,2,hard,61,8,6
TR0853,train_images/TR0853.png,source=Forest;target=Beacon,1,easy,8,2,1
TR0854,train_images/TR0854.png,source=Jade;target=Xenia,1,medium,26,5,3
TR0855,train_images/TR0855.png,source=Nova;target=Orchid,1,medium,19,4,3
TR0856,train_images/TR0856.png,source=Forest;target=Beacon,2,easy,11,4,3
TR0857,train_images/TR0857.png,source=Aster;target=Quartz,1,medium,19,4,3
TR0858,train_images/TR0858.png,source=Park;target=Summit,3,medium,24,5,4
TR0859,train_images/TR0859.png,source=Harbor;target=Beacon,0,easy,8,2,1
TR0860,train_images/TR0860.png,source=Ember;target=Tower,3,hard,56,7,6
TR0861,train_images/TR0861.png,source=Elm;target=Forest,0,easy,9,3,2
TR0862,train_images/TR0862.png,source=Lagoon;target=Kingfisher,0,easy,15,4,3
TR0863,train_images/TR0863.png,source=Grove;target=Aster,0,easy,7,2,1
TR0864,train_images/TR0864.png,source=Grove;target=Beacon,0,easy,12,4,3
TR0865,train_images/TR0865.png,source=York;target=Summit,3,hard,64,8,7
TR0866,train_images/TR0866.png,source=Aster;target=Jade,1,easy,10,3,2
TR0867,train_images/TR0867.png,source=Jade;target=Iris,0,easy,12,4,3
TR0868,train_images/TR0868.png,source=Terrace;target=Cedar,1,hard,47,6,5
TR0869,train_images/TR0869.png,source=Aster;target=Forest,0,easy,13,4,2
TR0870,train_images/TR0870.png,source=Forest;target=Iris,1,easy,12,3,2
TR0871,train_images/TR0871.png,source=Lagoon;target=Harbor,0,easy,14,4,3
TR0872,train_images/TR0872.png,source=Central;target=Forest,1,easy,8,2,1
TR0873,train_images/TR0873.png,source=Vale;target=Elm,3,medium,30,6,5
TR0874,train_images/TR0874.png,source=Forest;target=Kingfisher,1,easy,13,4,3
TR0875,train_images/TR0875.png,source=Beacon;target=Aster,0,easy,11,3,2
TR0876,train_images/TR0876.png,source=Nova;target=Union,0,medium,29,6,5
TR0877,train_images/TR0877.png,source=Delta;target=Iris,1,medium,21,4,3
TR0878,train_images/TR0878.png,source=Tower;target=Hill,1,hard,55,7,6
TR0879,train_images/TR0879.png,source=Harbor;target=Elm,1,easy,9,3,2
TR0880,train_images/TR0880.png,source=Terrace;target=Azure,2,hard,61,8,7
TR0881,train_images/TR0881.png,source=Harbor;target=Lagoon,0,medium,31,6,5
TR0882,train_images/TR0882.png,source=Yarrow;target=Quartz,3,medium,32,6,4
TR0883,train_images/TR0883.png,source=Orchid;target=Kingfisher,0,easy,15,4,3
TR0884,train_images/TR0884.png,source=Elm;target=Nova,1,medium,21,4,2
TR0885,train_images/TR0885.png,source=Central;target=Aster,0,easy,7,2,1
TR0886,train_images/TR0886.png,source=Grove;target=Knoll,3,hard,63,9,9
TR0887,train_images/TR0887.png,source=Zenith;target=Azure,3,hard,63,8,6
TR0888,train_images/TR0888.png,source=Harbor;target=Quartz,1,medium,25,5,4
TR0889,train_images/TR0889.png,source=Delta;target=Central,1,easy,5,2,1
TR0890,train_images/TR0890.png,source=Brook;target=Zenith,2,hard,51,6,4
TR0891,train_images/TR0891.png,source=Zenith;target=Central,1,medium,34,6,4
TR0892,train_images/TR0892.png,source=Orchid;target=Central,1,medium,22,4,3
TR0893,train_images/TR0893.png,source=Nova;target=Terrace,1,medium,21,4,3
TR0894,train_images/TR0894.png,source=Aster;target=Iris,0,easy,9,3,2
TR0895,train_images/TR0895.png,source=Aster;target=Nova,1,medium,20,4,3
TR0896,train_images/TR0896.png,source=Forest;target=Lagoon,1,medium,27,5,3
TR0897,train_images/TR0897.png,source=Harbor;target=Kingfisher,0,easy,15,4,2
TR0898,train_images/TR0898.png,source=Forest;target=Delta,1,easy,12,3,2
TR0899,train_images/TR0899.png,source=Harbor;target=Beacon,1,easy,13,4,3
TR0900,train_images/TR0900.png,source=Aster;target=Elm,0,easy,7,2,1
TR0901,train_images/TR0901.png,source=Forest;target=Beacon,1,easy,8,2,1
TR0902,train_images/TR0902.png,source=Xenia;target=North,2,hard,49,6,4
TR0903,train_images/TR0903.png,source=Lagoon;target=Vale,1,medium,34,6,5
TR0904,train_images/TR0904.png,source=Harbor;target=Delta,1,easy,9,3,2
TR0905,train_images/TR0905.png,source=Delta;target=Elm,0,easy,5,2,1
TR0906,train_images/TR0906.png,source=Kingfisher;target=Hill,1,hard,53,8,5
TR0907,train_images/TR0907.png,source=Elm;target=Beacon,0,easy,8,2,1
TR0908,train_images/TR0908.png,source=York;target=Harbor,2,hard,67,9,7
TR0909,train_images/TR0909.png,source=Central;target=Park,1,medium,26,5,4
TR0910,train_images/TR0910.png,source=Orchid;target=Iris,1,medium,30,6,5
TR0911,train_images/TR0911.png,source=Beacon;target=Grove,1,easy,14,4,2
TR0912,train_images/TR0912.png,source=Kingfisher;target=Quartz,1,medium,21,4,3
TR0913,train_images/TR0913.png,source=Zenith;target=Elm,1,medium,29,6,4
TR0914,train_images/TR0914.png,source=Elm;target=Central,0,easy,8,2,1
TR0915,train_images/TR0915.png,source=Beacon;target=Orchid,1,medium,22,4,3
TR0916,train_images/TR0916.png,source=Jetty;target=Vale,3,hard,65,8,7
TR0917,train_images/TR0917.png,source=Delta;target=Grove,1,easy,9,3,2
TR0918,train_images/TR0918.png,source=Beacon;target=Forest,1,easy,7,2,1
TR0919,train_images/TR0919.png,source=Jade;target=Lagoon,0,easy,12,4,2
TR0920,train_images/TR0920.png,source=Grove;target=Aster,0,easy,8,2,1
TR0921,train_images/TR0921.png,source=Iris;target=Grove,1,easy,12,4,3
TR0922,train_images/TR0922.png,source=Maple;target=Kingfisher,0,easy,13,4,3
TR0923,train_images/TR0923.png,source=Orchid;target=Vale,1,medium,24,4,2
TR0924,train_images/TR0924.png,source=Central;target=Grove,1,easy,7,2,1
TR0925,train_images/TR0925.png,source=North;target=Aster,3,hard,49,7,6
TR0926,train_images/TR0926.png,source=Keystone;target=Quartz,2,hard,60,8,6
TR0927,train_images/TR0927.png,source=Glade;target=Ridge,3,hard,69,9,5
TR0928,train_images/TR0928.png,source=Beacon;target=Central,0,easy,6,2,1
TR0929,train_images/TR0929.png,source=Xenia;target=Harbor,3,medium,32,6,5
TR0930,train_images/TR0930.png,source=Kingfisher;target=Zenith,1,medium,30,6,5
TR0931,train_images/TR0931.png,source=Aster;target=Jade,1,medium,32,6,4
TR0932,train_images/TR0932.png,source=Central;target=Delta,1,easy,7,2,1
TR0933,train_images/TR0933.png,source=Delta;target=Central,0,easy,10,3,2
TR0934,train_images/TR0934.png,source=Central;target=Forest,1,easy,10,4,2
TR0935,train_images/TR0935.png,source=Kingfisher;target=Aster,0,medium,20,4,3
TR0936,train_images/TR0936.png,source=Brook;target=Oak,1,hard,50,7,4
TR0937,train_images/TR0937.png,source=Aster;target=Summit,1,medium,21,4,2
TR0938,train_images/TR0938.png,source=Delta;target=Central,0,easy,7,2,1
TR0939,train_images/TR0939.png,source=Ember;target=Meadow,4,hard,56,7,7
TR0940,train_images/TR0940.png,source=Aster;target=Maple,2,medium,21,4,3
TR0941,train_images/TR0941.png,source=Aster;target=Beacon,0,easy,10,3,2
TR0942,train_images/TR0942.png,source=Iris;target=Orchid,1,medium,27,5,3
TR0943,train_images/TR0943.png,source=Grove;target=Maple,1,medium,19,4,3
TR0944,train_images/TR0944.png,source=River;target=Maple,2,medium,26,5,3
TR0945,train_images/TR0945.png,source=Park;target=Aurora,2,medium,27,5,4
TR0946,train_images/TR0946.png,source=Liberty;target=Azure,4,hard,66,8,7
TR0947,train_images/TR0947.png,source=Jade;target=Central,1,medium,20,4,3
TR0948,train_images/TR0948.png,source=Forest;target=Central,1,easy,9,3,2
TR0949,train_images/TR0949.png,source=Beacon;target=Central,0,easy,8,3,2
TR0950,train_images/TR0950.png,source=Nova;target=Jade,1,medium,23,4,3
TR0951,train_images/TR0951.png,source=Lagoon;target=Park,0,medium,28,5,4
TR0952,train_images/TR0952.png,source=Central;target=Summit,1,medium,25,5,3
TR0953,train_images/TR0953.png,source=Harbor;target=Forest,0,easy,10,4,3
TR0954,train_images/TR0954.png,source=Vale;target=Forest,1,medium,27,6,4
TR0955,train_images/TR0955.png,source=Grove;target=Cedar,3,medium,34,6,5
TR0956,train_images/TR0956.png,source=Upland;target=Beacon,1,hard,49,6,4
TR0957,train_images/TR0957.png,source=Jade;target=Central,1,medium,24,5,4
TR0958,train_images/TR0958.png,source=Meadow;target=Stone,4,hard,47,6,5
TR0959,train_images/TR0959.png,source=Dawn;target=Falcon,3,hard,63,9,8
TR0960,train_images/TR0960.png,source=Summit;target=Harbor,1,medium,21,4,3
TR0961,train_images/TR0961.png,source=Canal;target=Quartz,1,hard,62,8,7
TR0962,train_images/TR0962.png,source=Brook;target=Aster,2,medium,31,6,4
TR0963,train_images/TR0963.png,source=Xenia;target=Willow,1,hard,46,6,5
TR0964,train_images/TR0964.png,source=Forest;target=Union,2,medium,25,5,2
TR0965,train_images/TR0965.png,source=Lagoon;target=Aster,0,medium,22,4,2
TR0966,train_images/TR0966.png,source=Delta;target=Falcon,2,hard,53,7,6
TR0967,train_images/TR0967.png,source=Elm;target=Iris,1,medium,17,4,3
TR0968,train_images/TR0968.png,source=Beacon;target=Jade,1,easy,10,4,2
TR0969,train_images/TR0969.png,source=Aster;target=Central,0,easy,10,3,1
TR0970,train_images/TR0970.png,source=Central;target=Maple,1,easy,15,4,3
TR0971,train_images/TR0971.png,source=Iris;target=Delta,1,medium,28,5,4
TR0972,train_images/TR0972.png,source=Central;target=Dawn,1,medium,32,6,5
TR0973,train_images/TR0973.png,source=Grove;target=Iris,0,easy,10,3,2
TR0974,train_images/TR0974.png,source=Lagoon;target=Aster,1,medium,25,5,4
TR0975,train_images/TR0975.png,source=Kingfisher;target=Grove,0,medium,19,4,3
TR0976,train_images/TR0976.png,source=Summit;target=Jade,1,medium,21,4,3
TR0977,train_images/TR0977.png,source=Iris;target=Delta,1,medium,31,6,5
TR0978,train_images/TR0978.png,source=Forest;target=Aster,0,medium,25,5,4
TR0979,train_images/TR0979.png,source=Jade;target=Elm,1,easy,10,4,3
TR0980,train_images/TR0980.png,source=River;target=Lagoon,0,medium,22,4,3
TR0981,train_images/TR0981.png,source=Nova;target=Grove,1,medium,24,5,4
TR0982,train_images/TR0982.png,source=Lagoon;target=Park,0,medium,20,4,3
TR0983,train_images/TR0983.png,source=River;target=Beacon,1,medium,20,4,3
TR0984,train_images/TR0984.png,source=Jade;target=Orchid,1,medium,25,5,4
TR0985,train_images/TR0985.png,source=Iris;target=Kingfisher,0,easy,11,3,2
TR0986,train_images/TR0986.png,source=Orchid;target=Delta,1,hard,67,8,7
TR0987,train_images/TR0987.png,source=Jade;target=Terrace,1,medium,21,4,2
TR0988,train_images/TR0988.png,source=Zenith;target=Kingfisher,1,medium,26,5,3
TR0989,train_images/TR0989.png,source=Lagoon;target=Elm,2,easy,14,4,3
TR0990,train_images/TR0990.png,source=Beacon;target=Harbor,1,medium,26,5,4
TR0991,train_images/TR0991.png,source=Stone;target=River,1,hard,55,7,5
TR0992,train_images/TR0992.png,source=Aster;target=Kingfisher,2,easy,12,4,3
TR0993,train_images/TR0993.png,source=Aster;target=Elm,1,easy,7,2,1
TR0994,train_images/TR0994.png,source=Beacon;target=Yarrow,2,medium,28,6,4
TR0995,train_images/TR0995.png,source=Forest;target=Grove,0,easy,10,3,2
TR0996,train_images/TR0996.png,source=Harbor;target=Delta,1,easy,9,3,2
TR0997,train_images/TR0997.png,source=Summit;target=Grove,2,medium,32,6,4
TR0998,train_images/TR0998.png,source=Union;target=Aurora,1,medium,31,6,4
TR0999,train_images/TR0999.png,source=Maple;target=Cedar,3,medium,29,6,4
TR1000,train_images/TR1000.png,source=Delta;target=Union,2,medium,26,5,4
